"Read Details","Les detaljer",module,Magento_AdminNotification
"Mark as Read","Marker som lest",module,Magento_AdminNotification
"Are you sure?","Er du sikker?",module,Magento_AdminNotification
Remove,Fjern,module,Magento_AdminNotification
"Messages Inbox","Beskjeder Innboks",module,Magento_AdminNotification
"You have %1 new system messages","Du har %1 nye systemmeldinger",module,Magento_AdminNotification
"You have %1 new system message","Du har %1 ny systemmelding",module,Magento_AdminNotification
"Incoming Message","Innkommende melding",module,Magento_AdminNotification
close,lukk,module,Magento_AdminNotification
Notifications,Varslinger,module,Magento_AdminNotification
"The message has been marked as Read.","Meldingen er markert som lest.",module,Magento_AdminNotification
"We couldn't mark the notification as Read because of an error.","Vi kunne ikke merke meldingen som lest på grunn av en feil.",module,Magento_AdminNotification
"Please select messages.","Velg meldinger.",module,Magento_AdminNotification
"A total of %1 record(s) have been marked as Read.","Totalt %1 post(er) er merket som lest.",module,Magento_AdminNotification
"Total of %1 record(s) have been removed.","Totalt av %1 oppføring(er) er fjernet.",module,Magento_AdminNotification
"We couldn't remove the messages because of an error.","Vi kunne ikke fjerne meldinger på grunn av en feil.",module,Magento_AdminNotification
"The message has been removed.","Meldingen ble fjernet.",module,Magento_AdminNotification
"1 Hour","1 time",module,Magento_AdminNotification
"2 Hours","2 timer",module,Magento_AdminNotification
"6 Hours","6 timer",module,Magento_AdminNotification
"12 Hours","12 timer",module,Magento_AdminNotification
"24 Hours","24 timer",module,Magento_AdminNotification
critical,kritisk,module,Magento_AdminNotification
major,stor,module,Magento_AdminNotification
minor,mindre,module,Magento_AdminNotification
notice,varsel,module,Magento_AdminNotification
"Wrong message type","Feil meldingstype",module,Magento_AdminNotification
"Wrong notification ID specified.","Feil varsel-ID er spesifisert.",module,Magento_AdminNotification
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. We highly recommend changing this value in your Magento <a href=""%1"">configuration</a>.","{{base_url}} anbefales ikke til bruk i et produksjonsmiljø for å erklære Base usikker URL / Base sikre URL. Vi anbefaler å endre denne verdien i Magento <a href=""%1""> konfigurasjon</a>.",module,Magento_AdminNotification
"Please go to <a href=""%1"">Cache Management</a> and refresh cache types.","Gå til <a href=""%1"">Cache Behandling</a> og velg oppdater Cashe-typer.",module,Magento_AdminNotification
"We were unable to synchronize one or more media files. Please refer to the log file for details.","Vi kunne ikke synkronisere én eller flere mediefiler. Se loggfilen for detaljer.",module,Magento_AdminNotification
"Synchronization of media storages has been completed.","Synkronisering av media lagringen er fullført.",module,Magento_AdminNotification
"Your web server is set up incorrectly and allows unauthorized access to sensitive files. Please contact your hosting provider.","Webserveren er konfigurert feil og gir uautorisert tilgang til sensitive filer. Kontakt din leverandør.",module,Magento_AdminNotification
"System Messages:",Systemmeldinger:,module,Magento_AdminNotification
"Critical System Messages","Kritiske systemmeldinger",module,Magento_AdminNotification
"Major System Messages","Store systemmeldinger",module,Magento_AdminNotification
"System messages",Systemmeldinger,module,Magento_AdminNotification
Close,Lukk,module,Magento_AdminNotification
"See All (","Se alle (",module,Magento_AdminNotification
"Please correct the data sent.","Korriger dataene som sendes.",module,Magento_AdvancedPricingImportExport
"Entity type model '%1' is not found","Finner ikke enhetsmodellen '%1'",module,Magento_AdvancedPricingImportExport
"Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType","Enhetstypemodellen må være en forekomst av \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType",module,Magento_AdvancedPricingImportExport
"There are no product types available for export","Det finnes ingen produkttyper for eksport",module,Magento_AdvancedPricingImportExport
"We can't find the role for the user you wanted.","Vi finner ikke rolle for brukeren du ønsket.",module,Magento_Authorization
"Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.","Noe gikk galt ved kompileringen av en liste over tillatte ressurser. Du kan finne ut mer i unntaksloggen.",module,Magento_Authorization
"You created the order.","Du opprettet ordren.",module,Magento_Authorizenet
"Order saving error: %1","Ordrelagringsfeil: %1",module,Magento_Authorizenet
"Please choose a payment method.","Velg en betalingsmåte.",module,Magento_Authorizenet
"We can't process your order right now. Please try again later.","Vi kan ikke behandle bestillingen akkurat nå. Prøv igjen senere.",module,Magento_Authorizenet
"An error occurred on the server. Please try to place the order again.","Det oppstod en feil på serveren. Prøv å legge inn bestillingen igjen.",module,Magento_Authorizenet
"Credit Card: xxxx-%1","Kredittkort: xxxx-%1",module,Magento_Authorizenet
"amount %1","beløp %1",module,Magento_Authorizenet
failed.,mislyktes.,module,Magento_Authorizenet
successful.,vellykket.,module,Magento_Authorizenet
authorize,autoriser,module,Magento_Authorizenet
capture,fange,module,Magento_Authorizenet
refund,tilbakebetaling,module,Magento_Authorizenet
void,Ugyldig,module,Magento_Authorizenet
"Gateway error: %1","Gateway-feil: %1",module,Magento_Authorizenet
"Invalid transaction ID.","Ugyldig transaksjons-ID.",module,Magento_Authorizenet
"Credit Card Type",Kredittkorttype,module,Magento_Authorizenet
"Please Select","Vennligst velg",module,Magento_Authorizenet
"Credit Card Number",Kredittkortnummer,module,Magento_Authorizenet
"Expiration Date",Utløpsdato,module,Magento_Authorizenet
"Fraud Filters",Svindel-filtre,module,Magento_Authorizenet
"Invalid Form Key. Please refresh the page.","Ugyldig skjemanøkkel. Vennligst oppdater siden.",module,Magento_Backend
"You entered an invalid Secret Key. Please refresh the page.","Du oppga en ugyldig hemmelig nøkkel. Oppdater siden.",module,Magento_Backend
"Cache Storage Management","Cache lagringsadministrasjon",module,Magento_Backend
"Flush Magento Cache","Tømme Magento Cache",module,Magento_Backend
"The cache storage may contain additional data. Are you sure that you want to flush it?","Mellomlageret kan inneholde ekstra data. Er du sikker på at du vil tømme det?",module,Magento_Backend
"Flush Cache Storage","Tømme Cache-lager",module,Magento_Backend
Invalidated,Ugyldiggjort,module,Magento_Backend
Orders,Ordrer,module,Magento_Backend
Amounts,Beløp,module,Magento_Backend
Bestsellers,Bestselgere,module,Magento_Backend
"Most Viewed Products","Produkter som er mest sett",module,Magento_Backend
"New Customers","Nye kunder",module,Magento_Backend
Customers,Kunder,module,Magento_Backend
Customer,Kunde,module,Magento_Backend
Guest,Gjest,module,Magento_Backend
Items,Produkter,module,Magento_Backend
Total,Totalt,module,Magento_Backend
"Lifetime Sales","Total salg",module,Magento_Backend
